"NAME","DESCRIPTION","FORMULA"
"CE5153[r]","3(S)-hydroxy-13cis-docosenoyl-CoA","C43H72N7O18P3S"
"CE5154[c]","trans,cis-2,13-docosadienoyl-CoA","C43H70N7O17P3S"
"CE5154[r]","trans,cis-2,13-docosadienoyl-CoA","C43H70N7O17P3S"
"C06199[c]","Hordenine","C10H16NO"
"CE6316[c]","N,N-dimethyldopaminequinone","C10H14NO2"
"C06199[g]","Hordenine","C10H16NO"
"o2[g]","O2","O2"
"CE6316[g]","N,N-dimethyldopaminequinone","C10H14NO2"
"C06199[l]","Hordenine","C10H16NO"
"CE6316[l]","N,N-dimethyldopaminequinone","C10H14NO2"
"CE5157[c]","3(S)-hydroxy-cis-15-tetracosaenoyl-CoA","C45H76N7O18P3S"
"CE5157[r]","3(S)-hydroxy-cis-15-tetracosaenoyl-CoA","C45H76N7O18P3S"
"CE5158[c]","trans,cis-2,15-tetracosadienoyl-CoA","C45H74N7O17P3S"
"CE5158[r]","trans,cis-2,15-tetracosadienoyl-CoA","C45H74N7O17P3S"
"CE5159[c]","cis-15-tetracosenoyl-CoA","C45H76N7O17P3S"
"CE5159[r]","cis-15-tetracosenoyl-CoA","C45H76N7O17P3S"
"CE2513[c]","15-tetracosenoate","C24H45O2"
"CE2510[c]","11-cis-eicosenoate","C20H37O2"
"CE2512[c]","13-docosenoate","C22H41O2"
"CE5160[c]","3-oxo-cis-9-octadecenoyl-CoA","C39H62N7O18P3S"
"CE5160[r]","3-oxo-cis-9-octadecenoyl-CoA","C39H62N7O18P3S"
"CE5161[c]","3(S)-hydroxy-cis-9-octadecenoyl-CoA","C39H64N7O18P3S"
"CE5161[r]","3(S)-hydroxy-cis-9-octadecenoyl-CoA","C39H64N7O18P3S"
"CE5162[c]","trans,cis-2,9-octadecadienoyl-CoA","C39H62N7O17P3S"
"CE5162[r]","trans,cis-2,9-octadecadienoyl-CoA","C39H62N7O17P3S"
"cholcoads[m]","3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA","C48H74N7O20P3S"
"CE5168[m]","24(R),25(R)-varanoyl-CoA","C48H76N7O21P3S"
"CE5168[x]","24(R),25(R)-varanoyl-CoA","C48H76N7O21P3S"
"CE5168[c]","24(R),25(R)-varanoyl-CoA","C48H76N7O21P3S"
"CE5169[c]","24-oxo-25(R)-trihydroxycoprostanoyl-CoA","C48H74N7O21P3S"
"CE5169[m]","24-oxo-25(R)-trihydroxycoprostanoyl-CoA","C48H74N7O21P3S"
"CE5169[x]","24-oxo-25(R)-trihydroxycoprostanoyl-CoA","C48H74N7O21P3S"
"CE4874[c]","5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol","C27H48O5"
"CE4874[m]","5beta-cholestane-3alpha,7alpha,12alpha,27,27-pentaol","C27H48O5"
"C14826[c]","12(13)-EpOME","C18H31O3"
"CE2049[c]","12,13-hydroxyoctadec-9(Z)-enoate","C18H33O4"
"C14826[r]","12(13)-EpOME","C18H31O3"
"CE2049[r]","12,13-hydroxyoctadec-9(Z)-enoate","C18H33O4"
"C14825[c]","9(10)-EpOME","C18H31O3"
"CE2047[c]","9,10-hydroxyoctadec-12(Z)-enoate","C18H33O4"
"C14825[r]","9(10)-EpOME","C18H31O3"
"CE2047[r]","9,10-hydroxyoctadec-12(Z)-enoate","C18H33O4"
"CE2305[c]","12-hydroxy-13-O-D-glucuronoside-octadec-9Z-enoate","C24H40O10"
"CE2305[r]","12-hydroxy-13-O-D-glucuronoside-octadec-9Z-enoate","C24H40O10"
"CE2303[c]","9-hydroxy-10-O-D-glucuronoside-12Z-octadecenoate","C24H40O10"
"CE2303[r]","9-hydroxy-10-O-D-glucuronoside-12Z-octadecenoate","C24H40O10"
"CE6317[c]","N,N-dimethylindoliumolate","C10H12NO2"
"CE2306[c]","12-O-D-glucuronoside-13-hydroxyoctadec-9Z-enoate","C24H40O10"
"CE2306[r]","12-O-D-glucuronoside-13-hydroxyoctadec-9Z-enoate","C24H40O10"
"CE2304[c]","10-hydroxy-octadec-12Z-enoate-9-beta-D-glucuronide","C24H40O10"
"CE2304[r]","10-hydroxy-octadec-12Z-enoate-9-beta-D-glucuronide","C24H40O10"
"cdpea[e]","CDP-ethanolamine(1-)","C11H19N4O11P2"
"12dgr120[e]","1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)","C27H52O5"
"cdpea[g]","CDP-ethanolamine(1-)","C11H19N4O11P2"
"12dgr120[g]","1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)","C27H52O5"
"cdpea[m]","CDP-ethanolamine(1-)","C11H19N4O11P2"
"12dgr120[m]","1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)","C27H52O5"
"cdpea[n]","CDP-ethanolamine(1-)","C11H19N4O11P2"
"12dgr120[n]","1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)","C27H52O5"
"pe_hs[n]","phosphatidylethanolamine","C5H12NO4PFULLRCO2FULLR2CO2"
"cdpea[r]","CDP-ethanolamine(1-)","C11H19N4O11P2"
"12dgr120[r]","1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)","C27H52O5"
"inost[g]","myo-inositol","C6H12O6"
"C14768[c]","5,6-EET","C20H31O3"
"C14768[r]","5,6-EET","C20H31O3"
"C14770[c]","11,12-EET","C20H31O3"
"C14770[r]","11,12-EET","C20H31O3"
"C14769[c]","8,9-EET","C20H31O3"
"C14769[r]","8,9-EET","C20H31O3"
"C14771[c]","14,15-EET","C20H31O3"
"C14771[r]","14,15-EET","C20H31O3"
"CE7101[c]","8alpha-hydroxy-gama-tocopherone","C28H48O3"
"CE6219[c]","gama-tocopheryl quinone","C28H48O3"
"ser_L[g]","L-serine","C3H7NO3"
"ser_L[r]","L-serine","C3H7NO3"
"CE2445[c]","6-trans-leukotriene B4","C20H31O4"
"CE5178[c]","5-oxo-6-trans-leukotriene B4","C20H29O4"
"CE2446[m]","6E-12-epi-leukotriene B4","C20H31O4"
"CE5349[m]","5-oxo-6E-12-epi-leukotriene B4","C20H29O4"
"CE2446[x]","6E-12-epi-leukotriene B4","C20H31O4"
"CE5349[x]","5-oxo-6E-12-epi-leukotriene B4","C20H29O4"
"CE5349[c]","5-oxo-6E-12-epi-leukotriene B4","C20H29O4"
"CE5343[c]","6,7-dihydro-5-oxo-12-epi-leukotriene B","C20H31O4"
"CE5343[m]","6,7-dihydro-5-oxo-12-epi-leukotriene B","C20H31O4"
"CE5349[r]","5-oxo-6E-12-epi-leukotriene B4","C20H29O4"
"CE5343[r]","6,7-dihydro-5-oxo-12-epi-leukotriene B","C20H31O4"
"CE5343[x]","6,7-dihydro-5-oxo-12-epi-leukotriene B","C20H31O4"
"CE5352[c]","6,7-dihydro-leukotriene B4","C20H33O4"
"CE5179[c]","6,7-dihydro-5-oxo-leukotriene B4","C20H31O4"
"CE5352[r]","6,7-dihydro-leukotriene B4","C20H33O4"
"CE5179[r]","6,7-dihydro-5-oxo-leukotriene B4","C20H31O4"
"CE5348[m]","5-oxo-12(R)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA","C41H62N7O19P3S"
"CE5347[m]","5-oxo-12(R)-hydroxy-eicosa-2E,8E,10E,14Z-tetraenoyl-CoA","C41H60N7O19P3S"
"CE5348[x]","5-oxo-12(R)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA","C41H62N7O19P3S"
"CE5347[x]","5-oxo-12(R)-hydroxy-eicosa-2E,8E,10E,14Z-tetraenoyl-CoA","C41H60N7O19P3S"
"CE5348[c]","5-oxo-12(R)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA","C41H62N7O19P3S"
"CE5348[r]","5-oxo-12(R)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA","C41H62N7O19P3S"
"CE5345[m]","3,5-dioxo-12(R)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA","C41H60N7O20P3S"
"CE5346[m]","3-oxo-10(R)-hydroxy-octadeca-6E,8E,12Z-trienoyl-CoA","C39H58N7O19P3S"
"CE5345[x]","3,5-dioxo-12(R)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA","C41H60N7O20P3S"
"CE5346[x]","3-oxo-10(R)-hydroxy-octadeca-6E,8E,12Z-trienoyl-CoA","C39H58N7O19P3S"
"CE5344[m]","3(S),12(R)-dihydroxy-5-oxo-eicosa-8E,10E,14Z-trienoyl-CoA","C41H62N7O20P3S"
"CE5344[x]","3(S),12(R)-dihydroxy-5-oxo-eicosa-8E,10E,14Z-trienoyl-CoA","C41H62N7O20P3S"
"CE5344[c]","3(S),12(R)-dihydroxy-5-oxo-eicosa-8E,10E,14Z-trienoyl-CoA","C41H62N7O20P3S"
"CE5345[c]","3,5-dioxo-12(R)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA","C41H60N7O20P3S"
"CE5346[c]","3-oxo-10(R)-hydroxy-octadeca-6E,8E,12Z-trienoyl-CoA","C39H58N7O19P3S"
"CE5307[c]","3-oxo-10(R)-hydroxy-octadeca-6E,8E,12Z-trienoate","C18H27O4"
"CE5307[m]","3-oxo-10(R)-hydroxy-octadeca-6E,8E,12Z-trienoate","C18H27O4"
"CE5307[x]","3-oxo-10(R)-hydroxy-octadeca-6E,8E,12Z-trienoate","C18H27O4"
"CE5329[c]","3(S),12(S)-dihydroxy-5-oxo-eicosa-8E,10E,14Z-trienoyl-CoA","C41H62N7O20P3S"
"CE5331[c]","3,5-dioxo-12(S)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA","C41H60N7O20P3S"
"CE5329[m]","3(S),12(S)-dihydroxy-5-oxo-eicosa-8E,10E,14Z-trienoyl-CoA","C41H62N7O20P3S"
"CE5331[m]","3,5-dioxo-12(S)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA","C41H60N7O20P3S"
"CE5329[x]","3(S),12(S)-dihydroxy-5-oxo-eicosa-8E,10E,14Z-trienoyl-CoA","C41H62N7O20P3S"
"CE5331[x]","3,5-dioxo-12(S)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA","C41H60N7O20P3S"
"CE5342[m]","5-oxo-12(S)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA","C41H62N7O19P3S"
"CE5341[m]","5-oxo-12(S)-hydroxy-eicosa-2E,8E,10E,14Z-tetraenoyl-CoA","C41H60N7O19P3S"
"CE5342[x]","5-oxo-12(S)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA","C41H62N7O19P3S"
"CE5341[x]","5-oxo-12(S)-hydroxy-eicosa-2E,8E,10E,14Z-tetraenoyl-CoA","C41H60N7O19P3S"
"CE5337[m]","3-oxo-10(S)-hydroxy-octadeca-6E,8E,12Z-trienoyl-CoA","C39H58N7O19P3S"
"CE5337[x]","3-oxo-10(S)-hydroxy-octadeca-6E,8E,12Z-trienoyl-CoA","C39H58N7O19P3S"
"CE5337[c]","3-oxo-10(S)-hydroxy-octadeca-6E,8E,12Z-trienoyl-CoA","C39H58N7O19P3S"
"CE5319[c]","3-oxo-10(S)-hydroxy-octadeca-6E,8E,12Z-trienoate","C18H27O4"
"CE5319[m]","3-oxo-10(S)-hydroxy-octadeca-6E,8E,12Z-trienoate","C18H27O4"
"CE5319[x]","3-oxo-10(S)-hydroxy-octadeca-6E,8E,12Z-trienoate","C18H27O4"
"CE5342[c]","5-oxo-12(S)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA","C41H62N7O19P3S"
"CE5342[r]","5-oxo-12(S)-hydroxy-eicosa-8E,10E,14Z-trienoyl-CoA","C41H62N7O19P3S"
"CE4872[r]","3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-27-al","C27H46O4"
"C11821[c]","5-Hydroxyisourate","C5H4N4O4"
"CE7144[c]","13'-hydroxy-alpha-tocotrienol","C29H44O3"
"CE7145[c]","13'-carboxy-alpha-tocotrienol","C29H41O4"
"CE7144[r]","13'-hydroxy-alpha-tocotrienol","C29H44O3"
"CE7145[r]","13'-carboxy-alpha-tocotrienol","C29H41O4"
"CE5956[c]","trans,trans,cis-geranyl-geranyl-PP","C20H33O7P2"
"CE5853[e]","alpha-CEHC-glucuronide","C22H29O10"
"CE1925[e]","3'-carboxy-alpha-chromanol","C16H21O4"
"CE5853[l]","alpha-CEHC-glucuronide","C22H29O10"
"CE1925[l]","3'-carboxy-alpha-chromanol","C16H21O4"
"CE5316[m]","8(R)-hydroxy-hexadeca-4E,6E,10Z-trienoate","C16H25O3"
"CE5309[m]","3-oxo-8(R)-hydroxy-hexadeca-6E,10Z-dienoate","C16H25O4"
"CE5313[m]","6(R)-hydroxy-tetradeca-4E,8Z-dienoate","C14H23O3"
"CE5314[m]","8(R)-hydroxy-hexadeca-2E,4E,6E,10Z-tetraenoate","C16H23O3"
"CE5315[m]","8(R)-hydroxy-hexadeca-2E,6E,10Z-trienoate","C16H25O3"
"CE5306[m]","3(S),8(R)-dihydroxy-6E,10Z-hexadecadienoate","C16H27O4"
"CE5308[m]","3-oxo-6(R)-hydroxy-tetradec-8-cis-enoate","C14H23O4"
"CE5310[m]","4(R)-hydroxy-dodec-6Z-enoate","C12H21O3"
"CE5311[m]","6(R)-hydroxy-tetradeca-2E,4E,8Z-trienoate","C14H21O3"
"CE5312[m]","6(R)-hydroxy-tetradeca-2E,8Z-dienoate","C14H23O3"
"CE5305[m]","3(S),6(R)-dihydroxy-tetradec-8Z-enoate","C14H25O4"
"CE5321[m]","3-oxo-8(S)-hydroxy-hexadeca-6E,10Z-dienoate","C16H25O4"
"CE5325[m]","6(S)-hydroxy-tetradeca-4E,8Z-dienoate","C14H23O3"
"CE5323[m]","6(S)-hydroxy-tetradeca-2E,4E,8Z-trienoate","C14H21O3"
"CE5328[m]","8(S)-hydroxy-hexadeca-4E,6E-10Z-trienoate","C16H25O3"
"CE5326[m]","8(S)-hydroxy-hexadeca-2E,4E,6E,10Z-tetraenoate","C16H23O3"
"CE5327[m]","8(S)-hydroxy-hexadeca-2E,6E,10Z-trienoate","C16H25O3"
"CE5318[m]","3(S),8(S)-dihydroxy-6E,10Z-hexadecadienoate","C16H27O4"
"CE5320[m]","3-oxo-6(S)-hydroxy-tetradec-8Z-enoate","C14H23O4"
"CE5322[m]","4(S)-hydroxy-dodec-6Z-enoate","C12H21O3"
"CE5324[m]","6(S)-hydroxy-tetradeca-2E,8Z-dienoate","C14H23O3"
"CE5317[m]","3(S),6(S)-dihydroxy-tetradec-8Z-enoate","C14H25O4"
"CE5527[c]","12,13-epoxylinoleic acid radical","C18H30O3"
"CE5922[c]","12,13-epoxy-9-hydroperoxy-10E-octadecenoate","C18H31O5"
"CE5528[c]","12,13-epoxy-9-alkoxy-10E-octadecenoate","C18H30O4"
"CE2061[c]","trans-4,5-epoxy-2(E)-decenal","C10H16O2"
"CE5921[c]","octanoate radical","C8H15O2"
"CE6415[c]","11-HpODE","C18H31O4"
"CE6502[c]","9,10-12,13-diepoxy-octadecanoate","C18H31O4"
"C04717[c]","13(S)-HPODE(1-)","C18H31O4"
"C01601[c]","nonanoate","C9H17O2"
"CE6504[c]","1-hydroperoxy-8-carboxyoctyl 3,4-epoxynon-(2E)-enyl ether","C18H31O6"
"CE2006[c]","4-hydroxy-2-nonenal","C9H16O2"
"CE6506[c]","3,4-epoxynonanal","C9H16O2"
"CE5526[c]","13-oxy radical-octadecadienoate","C18H30O3"
"CE5898[c]","pentyl radical","C5H11"
"CE5920[c]","13-oxo-9Z,11E-tridecadienoate","C13H19O3"
"C08261[c]","Azelaic acid","C9H14O4"
"C05957[m]","Prostaglandin J2","C20H29O4"
"CE4876[m]","delta12-Prostaglandin J2","C20H29O4"
"CE4876[r]","delta12-Prostaglandin J2","C20H29O4"
"CE5304[c]","15-deoxy-PGD2","C20H29O4"
"CE4876[c]","delta12-Prostaglandin J2","C20H29O4"
"CE5944[c]","10,11-dihydro-12-oxo-LTB4","C20H31O4"
"CE5944[m]","10,11-dihydro-12-oxo-LTB4","C20H31O4"
"CE5944[x]","10,11-dihydro-12-oxo-LTB4","C20H31O4"
"CE4987[c]","10,11-dihydro-leukotriene B4","C20H33O4"
"CE4988[c]","10,11-dihydro-12-epi-leukotriene B4","C20H33O4"
"CE4988[m]","10,11-dihydro-12-epi-leukotriene B4","C20H33O4"
"CE4988[x]","10,11-dihydro-12-epi-leukotriene B4","C20H33O4"
"CE4989[c]","20-OH-10,11-dihydro-leukotriene B4","C20H33O5"
"CE4988[r]","10,11-dihydro-12-epi-leukotriene B4","C20H33O4"
"CE4989[r]","20-OH-10,11-dihydro-leukotriene B4","C20H33O5"
"CE5945[c]","10,11-dihydro-20-dihydroxy-LTB4","C20H33O6"
"CE5946[c]","10,11-dihydro-20-trihydroxy-leukotriene B4","C20H33O7"
"CE5945[r]","10,11-dihydro-20-dihydroxy-LTB4","C20H33O6"
"CE5946[r]","10,11-dihydro-20-trihydroxy-leukotriene B4","C20H33O7"
"CE5947[c]","20-COOH-10,11-dihydro-LTB4","C20H30O6"
"CE7074[c]","13'-hydroxy-gama-tocotrienol","C28H42O3"
"CE7072[c]","13'-carboxy-gama-tocotrienol","C28H39O4"
"CE7074[r]","13'-hydroxy-gama-tocotrienol","C28H42O3"
"CE7072[r]","13'-carboxy-gama-tocotrienol","C28H39O4"
"CE5966[m]","3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA","C41H62N7O20P3S"
"CE5967[m]","3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA","C39H60N7O19P3S"
"CE5966[x]","3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA","C41H62N7O20P3S"
"CE5967[x]","3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA","C39H60N7O19P3S"
"CE5967[c]","3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoyl-CoA","C39H60N7O19P3S"
"CE5968[c]","3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoate","C18H29O4"
"CE5968[m]","3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoate","C18H29O4"
"CE5968[x]","3(S),10(R)-OH-octadeca-6-trans-4,12-cis-trienoate","C18H29O4"
"CE5969[m]","10,11-dihydro-LTB4-CoA","C41H64N7O19P3S"
"CE5970[m]","5(S),12(R)-dihydroxy-eicosa-2,8-trans-6,14-cis-tetraenoyl-CoA","C41H62N7O19P3S"
"CE5969[x]","10,11-dihydro-LTB4-CoA","C41H64N7O19P3S"
"CE5970[x]","5(S),12(R)-dihydroxy-eicosa-2,8-trans-6,14-cis-tetraenoyl-CoA","C41H62N7O19P3S"
"CE5969[c]","10,11-dihydro-LTB4-CoA","C41H64N7O19P3S"
"CE5969[r]","10,11-dihydro-LTB4-CoA","C41H64N7O19P3S"
"CE5971[m]","3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA","C41H64N7O20P3S"
"CE5971[x]","3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA","C41H64N7O20P3S"
"CE5971[c]","3(S),5(S),12(R)-trihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA","C41H64N7O20P3S"
"CE5966[c]","3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA","C41H62N7O20P3S"
"CE5535[c]","9-peroxy-5Z,7E,11Z,14Z-eicosatetraenoate","C20H30O4"
"CE5534[c]","9,11-cycloperoxy-5-hydroperoxy-6E,14Z-eicosadienoate","C20H31O6"
"CE5828[c]","5,9,11-trihydroxyprosta-6E,14Z-dien-1-oate","C20H33O5"
"CE5925[c]","12-peroxy-5Z,8Z,10E,14Z-eicosatetraenoate","C20H30O4"
"CE5926[c]","11,15-cyclo-12,14-cycloperoxy-8-hydroperoxy-5Z,9E-eicosadienoic","C20H31O6"
"CE5929[c]","11,15-cyclo-8,12,14-trihydroxy-(5Z,9E)-eicosadienoic acid","C20H33O5"
"CE5928[c]","8-peroxy-5Z,9E,11Z,14Z-eicosatetraenoate","C20H30O4"
"CE5930[c]","5,9-cyclo-6,8-cycloperoxy-12-hydroperoxy-(10E,14Z)-eicosadienoic acid","C20H31O6"
"CE5931[c]","5,9-cyclo-6,8,12-trihydroxy-(10E,14Z)-eicosadienoic acid","C20H33O5"
"CE5537[c]","11-peroxy-5Z,8Z,12E,14Z-eicosatetraenoate","C20H30O4"
"CE5533[c]","9,11-cycloperoxy-15-hydroperoxy-5Z,13E-eicosadienoate","C20H31O6"
"CE5924[c]","9,11,15-trihydroxyprosta-5Z,13E-dien-1-oate","C20H33O5"
"avite2[r]","alpha-tocotrienol","C29H44O2"
"CE7097[c]","5-oxo-12(S)-hydroxy-eicosa-6E,8Z,10E,14Z-tetraenoate","C20H29O4"
"CE7097[m]","5-oxo-12(S)-hydroxy-eicosa-6E,8Z,10E,14Z-tetraenoate","C20H29O4"
"CE7097[x]","5-oxo-12(S)-hydroxy-eicosa-6E,8Z,10E,14Z-tetraenoate","C20H29O4"
"C04805[c]","5(S)-HETE","C20H31O3"
"CE5815[c]","20-hydroxy-5S-HETE","C20H31O4"
"C04805[r]","5(S)-HETE","C20H31O3"
"CE5815[r]","20-hydroxy-5S-HETE","C20H31O4"
"CE7096[c]","5,15-DiHETE","C20H31O4"
"C04805[n]","5(S)-HETE","C20H31O3"
"CE7096[n]","5,15-DiHETE","C20H31O4"
"CE2084[c]","5-oxo-(6E,8Z,11Z,14Z)-eicosatetraenoic acid","C20H29O3"
"C04805[m]","5(S)-HETE","C20H31O3"
"CE2084[m]","5-oxo-(6E,8Z,11Z,14Z)-eicosatetraenoic acid","C20H29O3"
"C04805[x]","5(S)-HETE","C20H31O3"
"CE2084[x]","5-oxo-(6E,8Z,11Z,14Z)-eicosatetraenoic acid","C20H29O3"
"h2[c]","Hydrogen","H2"
"CE1447[c]","11-dehydrothromboxane B2","C20H31O6"
"CE6508[c]","5-hydroperoxy-EPA","C20H29O4"
"CE2540[n]","timnodonate","C20H29O2"
"CE6508[n]","5-hydroperoxy-EPA","C20H29O4"
"CE7079[c]","leukotriene A5","C20H27O3"
"CE7091[c]","15(R)-hydroperoxy-EPE","C20H29O4"
"CE7091[n]","15(R)-hydroperoxy-EPE","C20H29O4"
"CE7091[r]","15(R)-hydroperoxy-EPE","C20H29O4"
"CE2540[x]","timnodonate","C20H29O2"
"CE7091[x]","15(R)-hydroperoxy-EPE","C20H29O4"
"CE7080[c]","15(S)-hydroperoxy-EPE","C20H29O4"
"CE7082[c]","15(S)-HEPE","C20H29O3"
"CE7083[c]","leukotriene B5","C20H29O4"
"CE7084[c]","5,12-dihydroxy-6E-LTB5","C20H29O4"
"CE7085[c]","5-HEPE","C20H29O3"
"CE7086[c]","leukotriene C5","C30H43N3O9S"
"CE7087[c]","leukotriene D5","C25H37N2O6S"
"CE7088[c]","PGH3","C20H29O5"
"CE7088[n]","PGH3","C20H29O5"
"C06439[n]","Prostaglandin E3","C20H29O5"
"CE7081[n]","15(R)-HEPE","C20H29O3"
"CE7109[n]","5(S),6(S)-epoxy-15(R)-HEPE","C20H27O4"
"CE7081[r]","15(R)-HEPE","C20H29O3"
"CE7109[r]","5(S),6(S)-epoxy-15(R)-HEPE","C20H27O4"
"CE7110[c]","5,6-epoxy,18R-HEPE","C20H27O4"
"CE7114[c]","5,12,18R-TriHEPE","C20H29O5"
"CE7109[c]","5(S),6(S)-epoxy-15(R)-HEPE","C20H27O4"
"CE7113[c]","15-epi-lipoxin B5","C20H29O5"
"CE7113[r]","15-epi-lipoxin B5","C20H29O5"
"CE7109[x]","5(S),6(S)-epoxy-15(R)-HEPE","C20H27O4"
"CE7113[x]","15-epi-lipoxin B5","C20H29O5"
"CE7112[c]","15-epi-lipoxin A5","C20H29O5"
"CE7112[r]","15-epi-lipoxin A5","C20H29O5"
"CE7112[x]","15-epi-lipoxin A5","C20H29O5"
"CE7111[c]","5-oxo-EPE","C20H27O3"
"CE7085[x]","5-HEPE","C20H29O3"
"CE7111[x]","5-oxo-EPE","C20H27O3"
"CE7090[c]","18R-HEPE","C20H29O3"
"CE7090[n]","18R-HEPE","C20H29O3"
"CE7110[n]","5,6-epoxy,18R-HEPE","C20H27O4"
"CE7115[c]","20-hydroxy-leukotriene B5","C20H29O5"
"CE7083[r]","leukotriene B5","C20H29O4"
"CE7115[r]","20-hydroxy-leukotriene B5","C20H29O5"
"CE0347[c]","12-hydroxyeicosatetraenoate","C20H31O3"
"CE0347[n]","12-hydroxyeicosatetraenoate","C20H31O3"
"leuktrB4[n]","leukotriene B4(1-)","C20H31O4"
"CE0347[r]","12-hydroxyeicosatetraenoate","C20H31O3"
"CE6247[c]","5,12,20-TriHETE","C20H31O5"
"CE6247[r]","5,12,20-TriHETE","C20H31O5"
"C08276[c]","3-(methylthio)propionate","C4H7O2S"
"ch4s[c]","Methanethiol","CH4S"
"acryl[c]","acrylate","C3H4O2"
"C04849[c]","(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate","C20H31O4"
"CE6248[c]","20-OH-hepoxilin A3","C20H31O5"
"C04849[r]","(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate","C20H31O4"
"CE6248[r]","20-OH-hepoxilin A3","C20H31O5"
"C04843[c]","(5Z,9E,12S,14Z)-8,11,12-trihydroxyicosa-5,9,14-trienoate","C20H33O5"
"C04843[r]","(5Z,9E,12S,14Z)-8,11,12-trihydroxyicosa-5,9,14-trienoate","C20H33O5"
"C04849[x]","(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate","C20H31O4"
"C04843[x]","(5Z,9E,12S,14Z)-8,11,12-trihydroxyicosa-5,9,14-trienoate","C20H33O5"
"C05965[c]","12(S)-HPETE(1-)","C20H31O4"
"C05965[e]","12(S)-HPETE(1-)","C20H31O4"
"C04849[e]","(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate","C20H31O4"
"C05965[m]","12(S)-HPETE(1-)","C20H31O4"
"C04849[m]","(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate","C20H31O4"
"C05965[n]","12(S)-HPETE(1-)","C20H31O4"
"C04849[n]","(5Z,9E,14Z)-(8xi,11R,12S)-11,12-epoxy-8-hydroxyicosa-5,9,14-trienoate","C20H31O4"
"CE6250[c]","hepoxilin A3-C","C30H47N3O10S"
"CE6250[m]","hepoxilin A3-C","C30H47N3O10S"
"CE6250[r]","hepoxilin A3-C","C30H47N3O10S"
"CE6250[x]","hepoxilin A3-C","C30H47N3O10S"
"CE6251[c]","12,20-DiHETE","C20H31O4"
"CE6251[r]","12,20-DiHETE","C20H31O4"
"CE6240[c]","9-deoxy-delta12-PGD2","C20H31O4"
"CE6241[c]","S-(9-deoxy-delta12-PGD2)-glutathione","C30H47N3O10S"
"CE6240[m]","9-deoxy-delta12-PGD2","C20H31O4"
"CE6241[m]","S-(9-deoxy-delta12-PGD2)-glutathione","C30H47N3O10S"
"CE6240[r]","9-deoxy-delta12-PGD2","C20H31O4"
"CE6241[r]","S-(9-deoxy-delta12-PGD2)-glutathione","C30H47N3O10S"
"CE6242[c]","S-(PGJ2)-glutathione","C30H45N3O10S"
"CE6242[m]","S-(PGJ2)-glutathione","C30H45N3O10S"
"CE6242[r]","S-(PGJ2)-glutathione","C30H45N3O10S"
"CE6243[c]","S-(9-deoxy-delta9,12-PGD2)-glutathione","C30H45N3O10S"
"CE6243[m]","S-(9-deoxy-delta9,12-PGD2)-glutathione","C30H45N3O10S"
